review,sentiment
This film is a quite entertaining horror anthology film (along the lines of Tales from the Crypt) written by Robert Bloch (author of Psycho). It's good fun for horror fans and has an excellent cast. The movie should also be required viewing for Doctor Who fans since Jon Pertwee (the third Doctor) has an amusing role as a rude and obnoxious horror star!,positive
"Of all the movies of the seventies, none captured to truest essence of the good versus evil battle as did the Sentinel. I mean, yes, there were movies like the Exorcist, and other ones; but none of them captured the human element of the protagonist like this one. If you have time, check this one out. You may not be able to get past the dated devices as such, but this is a story worth getting into.Then there are all the stars and soon-to-be stars. My absolute favorites were Eli Wallach, Sylvia Miles, and Burgess Meredith. Then there are the subtle clues that lead to what's going on too. Pay close attention. I had to watch it four times to catch on to all the smaller weird statements like 'black and white cat, black and white cake'. Plus, the books are really good as well. I'm just sorry that they're not going to turn the second book into a film. It's so scary that it would outdo this movie.",positive
"Night hunter is a sold B style action movie. Get a life and grow up people. Don ""the Dragon"" Wilson is a kick boxer, (hall of fame) and not an actor. If your looking for an Oscar, it's not here brother. Looking for kick ass action movie with lower then low budget, this is it.The plot line may have been a little thin, but what B movie isn't. I understand everybody is a critic and how one man's junk is another man's treasure. Get real people, judging every movie like it is an Oscar contender, just silly. Awesome fight scenes, mixed with a new twist on vampire moves. See it if your a fan, rent something else if your a hater.",positive
"A long time ago, I watched this movie from the middle on cable. I then had a crush on Mary Moronov. I saw her again in Eating Raoul. I was convinced that she's the hottest woman on screen.<br /><br />I maybe biased about this movie. 9 out of 10.<br /><br />This's the only movie I own on original tape.",positive
"I collect films on Super-8, and managed to snag a full length print of this one last week on E-bay. It looks like at least for the moment, this is the only way to see this film in a country having NTSC video. I have seen it available on Region 2 DVD many times, but never Region 1. <br /><br />I just finished watching it a few minutes ago and I am amazed by it. It's a powerful testament to freedom and finding your own place in the world. The photography and music were wonderful, and I really felt empathy for some of the characters.<br /><br />I kind of like the idea that I was probably the only one in the USA watching ""When the North Wind Blows"" tonight! <br /><br />Long Live Avakum!!",positive
"Just exactly HOW director John Madden come to settle with Nicolas Cage and Penelope Cruz playing the roles of an Italian Officer and a Greek Villager in an honourable story: ""Captain Correli´s Mandolin"", just escapes me! Witness: a wobbly, inconsistent accent by Cage amid horrendous over-acting, with Cruz -- more adequately cast as a spoiled Latino opposite Johnny Depp in ""Blow"" -- in basically a repeat performance under the guise of a Greek nurse... ay, it was painful. But there were saving graces.<br /><br />The story itself is thrilling-to-tragic, and Cage does have some (-- redeeming, this is !--) musical ability. Next, a superb performance by John Hurt (Cruz´s father, the village doctor) of Oscar Callibre, as well as by Irene Papas, each as village elders, as well as by Christian Bale (Papas´ son) among the village freedom fighters, go far towards counter-balancing awkward performances (especially at the beginning) by Cruz and Cage. Nicely, the last two seem to grow into their respective roles as the film progresses, but it´s teeth-gnashing early on. Finally, the scenery itself and the photography could garner a technical award, and such provides pleasant distractions when most needed. <br /><br />John Hurt already has two Oscar nominations and this would be a third; I hope he gets it as his performance as the Doctor makes this film worth seeing. The true test of a supporting actor/actress is whether or not the film would be the same without the personage in question, and in this case, it would most certainly not be... not even close.<br /><br />Entertainment value but for the aformentioned plus factors which do help raise the bar. See it if you haven´t. Rating = 3.5 stars (of five).",positive
"The martial arts movies got huge in the 60's in parts of Asia but with the growing popularity of the infamous Shaw Brothers films, America was bound to catch on. This movie was the first to be presented in America under the Warner Bros. label and it did in fact start a craze here that flooded the 70's with martial arts films. Many of the films to follow would pale in comparison but some were great and many like Enter The Dragon (which came out shortly after this one) became huge success stories and made superstars out of these fighters.<br /><br />Fast forward almost 40 years later and this movie still holds up. Most Shaw brothers films are as good today as they were back then and truth be told no films have been made in this genre to compete with those made by The Shaw Bros back in the day.<br /><br />I like to think Martial arts are like porn and nobody watches porn for the plot just the action, well same goes with M.A. films and most of them are just a bunch of great fights with little story, this one is an exception. It doesn't have an amazing story but there is one there.<br /><br />The main guy played by Lo Lieh actually stands out amongst karate film heroes. He never brags and he never fights just because he can, he is often seen as weak and less of a fighter than most, but when he must fight, he is damn well the greatest alive. I really loved this character. Many of the bad guys were memorable and the fight scenes were just presented so amazingly. Even a small role with Bolo Yeung can be seen as the huge Mongolian, and Bolo is in my top 5 as greatest martial artist film stars ever, he was also in the above mentioned Enter The Dragon.<br /><br />The production as I've said over and over is wonderful, you can't beat the Shaws, the direction was something unlike I have seen much in films of the 70's, the use of color was well placed and made this movie stand alone and rise above the others. When the light shines on Chi Hao's hands as he does the Iron Fist, its pure beauty.<br /><br />The music was superb as well. Martial arts films were to Asia what westerns were to Italy, two separate art forms with so much in common. The countries making these films had all genres but the Japanese films were what was making waves there as the spaghetti westerns were in Italy. With their many differences the styles of these two genres were neck and neck. As seen in movies like 5 Fingers Of Death, the fights were easily compared to Sergia Leoni cowboy stand offs, and the music tied the genres together so well. The music here borrowed a little from Ironside, but it was still very original.<br /><br />Many films were inspired by this one and when I watch it I can see everything from The Master Killer to Bloodsport having been influenced. The most obvious movie to have been influenced was Kill Bill, which to me is the greatest of all time. Many of the sets Quentin used are complete replicas of ones seen here and he used the music from this film, even though the music he used was the music borrowed from Ironside. And the fight scene at the end of Kill Bill vol. 1 with The Bride and O-Ren is at times exact in comparison to the fight with Chi Hao and the Japanese thug at the end of this movie.<br /><br />I have seen many martial arts films, a few even better, but this is a MUST-SEE for fans of the genre. You can't go wrong here. The movie starts off slow but 15-20 minutes into it it picks up and doesn't slow down.",positive
"So I flipped on the digital subscriber channels one night a couple of years ago and thought I'd pass a half hour watching ""Girlfight"" while waiting for ""Hart's War"" to start. With a title like that I figured it was some exploitation 'B' flic about inner city girl gangs.<br /><br />Much to my surprise it wasn't about that at all. Instead it is a well acted, well scripted story about a young woman who almost accidentally gets into female boxing. She is responsible for taking her younger brother to his practice sessions and get interested while observing his bouts. As he doesn't really want to be a boxer (only following through on their father's wishes) she convinces his coach to take her on in his stead. <br /><br />The story unfolds in an intelligent and believable way as she goes through various trials on her quest. For starters, her brother's coach doesn't want to take on a female boxer. After grudgingly doing so there is the problem of lining up matches for her. Then the confrontation with her father when he finds out what is going on. Yes, a love interest develops but it serves to enhance the plot, coming across more of an interesting inter-human reaction with its own fight related consequences.<br /><br />All in all this is a great little sleeper movie that few seem to have heard of. Some time later when I saw the much advertised and acclaimed ""Million Dollar Baby"" I thought ""wait a minute, this seems kind of familiar"". Needless to say, I didn't watch ""Hart's War"" that night.",positive
"The choice to make this SNL skit into a movie was far better thought out than other recent ones. The humor involved in the character is not annoyance humor, and is also character driven enough to be stretched out for an hour or two.<br /><br />Oddly enough the sexual content seemed like it could be avoided, but that may have been because the constraints of live television schooled me to not expect it. I suppose I was thinking more ""Leisure Suit Larry"" risqué than the producers were...<br /><br />Definitely not a PG-13 movie, which will probably hurt it from ever reaching the heights of its more successful predecessors, but still better premise and writing than its more dismal ones.<br /><br />I liked it, but I doubt it will be a smash hit... (which is sad, as Tim Meadows tends not to do characters that annoy me with quite the frequency other SNL alumni tend to)",positive
"Once the slow beginning gets underway, the film kicks off and really becomes quite a lot of fun in many unexpected ways. The ensemble cast is really good, with Heather Graham perhaps being the weakest of them. Casey Affleck as her brother is really good and extremely likeable , if you catch my drift.<br /><br />I highly recommend the film if you just want to have to good hours. Teenagers should really enjoy this film - it says a lot about relationships.",positive
"This one is considered a key Pre-Code film  from the director who later made the musical biopic THE JOLSON STORY (1946), but also the paranoid sci-fi INVASION U.S.A. (1952)!  and features one of Barbara Stanwyck's best early roles.<br /><br />She's supported by a fine cast which includes popular actors and valued character performers of the day  George Brent, Douglass Dumbrille, Edward van Sloan, Nat Pendleton and John Wayne (at one point addressing Stanwyck with the titular nickname, derived from a popular song which is heard constantly throughout) in the former category and, in the latter, Robert Barrat (as Stanwyck's father), Donald Cook (as her most tragic conquest), Alphonse Ethier (as her elderly mentor  more on this later), Arthur Hohl (as a lecherous politician) and Henry Kolker (as Cook's boss and father-in-law, whom Stanwyck also seduces). Curiously, scenes in which Walter Brennan appeared were subsequently deleted at his own request when the film ran into trouble with the censors!<br /><br />Abetted by crackling i.e. typically hard-boiled dialogue and realistic Anton Grot sets, the narrative contains unexpected overtones of Nietzschean philosophy fed to our small-town heroine by the intellectual Ethier (Stanwyck complains to him early on that she's no ""ball of fire"" which, of course, contradicts her later comedy  directed by Howard Hawks and co-starring Gary Cooper  of that name!). Under Ethier's auspices, she quickly blooms into an essentially heartless character determined that nothing shall stand in her path to success; the symbolic depiction of her rise in stature at the New York firm she's eventually employed with is reminiscent of a similarly sardonic one  relating to an ambitious statesman's lust for power  in Sergei Eisenstein's October (1927)! Sociologically, it's also interesting that Stanwyck is constantly seen sticking her neck out for her black maid/companion.<br /><br />The first two-thirds of the film are simply terrific; at first, I found the latter stages somewhat disappointing  because I was expecting to see Stanwyck get her comeuppance by falling for the belatedly-introduced George Brent character while he ignores herbut, just like the others, he's soon under her spell! On second viewing, however, this aspect felt less jarring  as it's evident that Stanwyck has been affected by the two deaths her selfish behavior has caused, and that her tenure in Paris has softened her (even if she tries to cling to her hard-earned wealth for as long as it's possible).<br /><br />Released on DVD by Warners as part of their FORBIDDEN Hollywood VOLUME 1 COLLECTION, the film is presented in two strikingly different edits  a recently unearthed Pre-Release version and the tamer Theatrical Release print. Among the considerable footage cut from the latter is dialogue pertaining to Stanwyck's life as a tramp from the age of 14 (though it's heard in the accompanying trailer!), while many other scenes have been shortened (i.e. censored for content): the violent fisticuff which develops between Stanwyck and Hohl after she resists his advances; the seduction at the railroad car; the scene in which Dumbrille is surprised with Stanwyck by Cook; the shooting, followed by a suicide (only shots are heard in the shorter version); Stanwyck thinking about her conquests while the phonograph is playing (again, only Brent appears in the version released to theaters), etc. Tha latter, then, utilizes alternate takes for some scenes  and includes an establishing shot of the city which is missing from the longer version; however, we also get an obviously tacked-on happy ending (the Pre-Release version concludes abruptly on a very effective open-ended note) and an equally unconvincing cautionary letter sent by Ethier to Stanwyck in New York which, basically, has the function of substituting all references to Nietzsche!",positive
"As a modern Marco Polo, from Venice to China, here we come Amelio, again, taking on the task to render us the grey area in the middle of two worlds in solid colors. Eroded by globalization's collateral damages, the pessimistic vision of Europe is mutual with Chinas. <br /><br />The view of that charming but puzzling country is dealt from below, devoid of any claim to learn or impose opinions. Reality, nonetheless, is harsh. Abandoned and exploited children, beehive-homes, backward areas is the OTHER china we ignore. Vincenzo (Castellitto), a technician of a steel factory, is one of us. His voyage to China is a pretext to understand, to learn from the inside a country where progress and third-world problems live together in an infamous balance. It's not exactly clear if Vincenzo knew by the first time that the mechanical component was already been fixed, I think so; anyway is a minor aspect. Liu, the Chinese girl, is the key of the whole film. She carries on her back a lot of difficulties, she's got the strength to overcome, but how could she fight with little money and little help ? <br /><br />The realistic and unbiased view of the facts by the girl, refusing Vincenzo's money, touched me a lot. A pack of bank-notes can't get back her husband, her baby (forced to treat like a stranger for the Law), protect her by scorns. Liu knew his intentions were benign and kind, far from a cold charity act. Their friendship is beautifully narrated, the way it grows step by step, dignified and formative, unique. A priceless legacy to keep.<br /><br />Some scenes are stunning, either for the acting (Vincenzo crying on the ferry) or by the dialogues (at the restaurant, on the railroads). Besides a careless editing and a pretty lazy start, ""La Stella che non c'è"" is brilliant and sharp just because chronicles the untold verities.<br /><br />In competition at 63rd Venice Film Festival, plenty bet on Tai Ling for the Mastroianni Prize, dedicated to emerging stars. She definitely deserved that award.<br /><br />[8/10]",positive
"In the old commercial for blank audio cassettes, the tag line was ""is it real or is it Memorex?"" The same might be said for the events in this episode - a compilation and remix of ""The Cage,"" the first pilot of Star Trek. Mr. Spock has cleverly commandeered the ship to take it to the forbidden planet Talos IV in order to allow Capt. Christopher Pike, his first captain who has been burned and paralyzed, to return there. Why the finagling? Because to have any contact at all with Talos IV invites a death sentence. Why this is so is never explained - that bothered me tremendously - but, if nothing else, it adds to the story. After he has gotten the ship to travel to Talos IV, Mr. Spock turns himself in to Dr. McCoy (the senior-most officer present; Capt. Kirk was off the ship) for arrest and says, ""The charge is mutiny, Dr.; I never received orders to take over the ship."" What follows is a court martial in which - thanks to the Talosians - we learn why it was so important (besides the obvious paralysis) for Capt. Pike to get to Talos IV even at risk of Mr. Spock's death. The illusions the Talosians create, the background music and the entire storyline are fantastic. And Meg Wyllie as The Keeper (the head Talosian) is wonderful. Call me sexist but it never occurred to me to have a woman in that role but she was perfect! The Talosians, having given up almost all physical activity and becoming almost completely reliant upon the power of illusion, are also unisex; you can't really tell if they're male or female and it really doesn't matter. This episode, more than almost any other in the series, makes me hope and pray there are other worlds out there and that there are civilizations that are so far advanced! What a neat thing if this were so! This is one of my favorite episodes and, no matter how many times I've seen it (I even have it on video), it never fails to fascinate me. Meg Wyllie LOOKS like an alien and I do NOT mean that unkindly.",positive
"This film is mesmerizing in its beauty and creativity. An artist's profound vision, his art that springs intuitively from its natural source brings us an inspiring Hosanna, blending his creations with trees, white water dashing against rocks, fields and rain...Andy Goldsworthy makes the viewer feel joy in being alive, aware that we are all made of the clay of this glorious earth. He doesn't spare us his occasional frustration, but on the whole we see the miracle in joining art with nature. Credit also goes of course to the filmmaker, Thomas Riedelsheimer, who directed, photographed and edited the movie with incredible sensibility and perfect timing.<br /><br />If you have any feeling for beauty, nature and art...do not miss this fantastic film!",positive
"After tracking it down for half a year, I finally found a copy and it was not disappointing.<br /><br />Not disappointing because I'm one of those die hard SMAP fans who need to see all their works and I finally got to see the so called hot film of Goro. But I couldn't believe Goro was forced to make a movie as such. In his respectable self now, I'm sure he cringes that he made this movie. Nevertheless, they found the perfect person for looking embarrassed, ill at ease and half depressed most of the time.<br /><br />Man, I still can't believe he made this movie...I had to cover my eyes at many parts not believing he really made such a movie....hahahaha....<br /><br />But I'm glad to have watched it. Thank goodness he has grown up....",positive
"mahatma Gandhi, the father of the nation in his quest for India's freedom struggle ignored his own family and son, this movie is about his son Hiralal who feels neglected because of mahatma Gandhi's service to the society. The movie starts off in South Africa where Mahatma Gandhi works as a barrister and fighting the cause of India's freedom against the British. Hirarala arrives in South Africa to help his dad who is a barrister, since gandhi was involved in the freedom struggle, he wanted his wife and children to join in too as a service to the society and as a result hirarlal does not get a chance to complete his education and fails his exams, he gets married to his love gulab (bhoomika Chawla) against his father's wishes. Hiralal has ambitions to travel to england and become a barrister just like his dad but his own dad refuses to grant him a scholarship offered to his family by a businessman and instead gives it away to another person saying that the scholarship should not be limited to his family and should be open to the most deserving student living in colony. This angers hiralal and the rift between father and son increases, hirarlal hates his father for neglecting him and blames him for being uneducated and unemployed. Hiralal struggles to make ends meet and lands up on the streets through failed business attempts and in huge debt, he loses his wife and children. Akshaye Khanna has give a stellar performance as Hiralal gandhi.. all kudos to him, the direction and the script is fantastic, the picturization is excellent. overall an Excellent movie and a must see. I give it a 10/10",positive
"This Belgian film, directed by Tom Barman, singer of the well-known group dEUS, will not be favoured by everyone. For the simple reason that there isn't a clear story or even a plot. This movie just shows 24 hours in ""a city"" (here Antwerp) and allows you to watch and truly enjoy the dialogues, the directing, the humorous (Dario!, the osteopath Bruno!, ...) and tragic (Windman, Paul Garcin, ...) characters.<br /><br />There are several memorable scenes: the Windman on the beach, the dance party at the end, the KISS-fan, Windman visits the osteopath,...<br /><br />Clearly some other viewers didn't understand what's so beautiful and interesting in this movie. They complain that this movie has no story, etc. But it's the atmosphere that keeps you watching and that will drag you into it.<br /><br />If you didn't watch it yet, be sure to listen carefully to the music. The soundtrack is extraordinary just like Tom Barman and his group dEUS.<br /><br />And ""ssst, mondje dicht hé."" (don't tell anyone)",positive
"The British noble Sir Ronald Burton (Richard Greene) decides to search his two best friends that have disappeared after visiting Count Karl von Bruno (Stephen MaNally), an evil and powerful man who lives in the Black Castle. Sir Burton travels undercover with another identity, since he fought against Count von Bruno in Afrika with his two missing friends and the count lost one eye in a battle. When he arrives in the castle, he is invited to hunt in the Black Forest around the castle with the count,.while he looks for evidences that the count has killed his friends. Later, he and the count's wife, Countess Elga von Bruno (Rita Corday), fall in love for each other and with the support of Dr. Meissen (Boris Karloff), Sir Burton and the countess try to escape from the claws of Count von Bruno. ""The Black Castle"" is an excellent movie from a romantic time, with action, romance, mystery and even horror. The story is gripping, and is a great entertainment for any audience. My vote is nine.<br /><br />Title (Brazil): ""O Castelo do Pavor"" (""The Castle of the Fear"")",positive
"Background info - The movies Octopussy & Never Say Never Again were both made the same year, 1983, and so naturally people compare them. Moore vs. Connery. Bond vs. Bond.<br /><br />I've heard many people claiming that the ""official movie"" Octopussy is far superior. Well, I just watched Octopussy. Bond is riding an airplane at 100 miles an hour (impossible---the wind would blow him off), using his feet to force the plane to ground, and then jumping off at some 60 miles an hour (again impossible---try jumping out of your car---you'd end up with a shattered body). How is that octopussy scene supposed to be ""good"" in any sense of the word? Suddenly Bond has super-human strength & a titanium body. And he does all these stunts at the ancient age of 56??? Complete crap. Unbelievable. Farse.<br /><br />---> Now let's contrast the above scene with Connery's ""unofficial"" Never Say Never Again: It doesn't have the same polish due to its independent film status (less money), but at least you can believe that Connery is a real spy in real danger.<br /><br />The movie starts off with Bond showing his age (he is 50 after all) and being sent off for recuperation. Entirely believable. But of course, there's no such thing as a ""day off"" for a world-famous spy, and Bond quickly finds himself a target, even inside the hospital. From that point the story spins off into another adventure, with Bond trying to locate his attempted killers and ultimately foiling an attempt to steal nuclear weapons.<br /><br />As usual Sean Connery did a brilliant job, and avoids the over-the-top/unbelievable stunts. This movie feels like a natural successor to Connery's last film, 1971's Diamonds Are Forever... the old style of Bond... before the franchise got silly.<br /><br />Highyly recommended.",positive
"This movie is one among the very few Indian movies, that would never fade away with the passage of time, nor would its spell binding appeal ever diminish, even as the Indian cinema transforms into the abyss of artificially styled pop culture while drill oriented extras take to enhancing the P.T. styled film songs.<br /><br />The cinematography speaks of the excellent skills of Josef Werching that accentuate the monumental and cinema scope effect of the film in its entirety.<br /><br />Gone are the days of great cinema, when every scene had to be clipped many times and retakes taken before finalizing it, while meticulous attention was paid in crafting and editing the scenes. Some of its poignant scenes are filled with sublime emotional intensity, like the instance, when Meena Kumari refuses to say ""YES"" as an approval for Nikah (Marriage Bond) and climbs down the hill while running berserk in traumatized frenzy. At the moment, Raj Kumar follows her, and a strong gale of wind blew away the veil of Kumari and onto the legs of Kumar........<br /><br />Kamal Amrohi shall always be remembered with golden words in the annals of Indian Cinema's history for endeavoring to complete this movie in a record setting 12 years. He had to manage filming of some of the vital songs without Meena's close ups, because Meena Kumari, the lady in the lead role was terminally ill and fighting for her life in early 1971.",positive
"Yul Brynner is Major Surov, a singing, dancing, vodka-drinking Russian Officer stationed near the Austrian -Hungarian border during the Hungarian uprising of 1956 in Anatole Litvak's The Journey. Though the film has yet to be released on video or DVD, it remains one of Brynner's most compelling performances. Because of the political unrest, a group of travelers cannot fly out of Budapest but are put on a bus to Vienna. Before they can reach the border, however, their passports are taken and they are detained for questioning by the Russians led by Major Surov.<br /><br />The Major has reason to suspect that there is a Hungarian freedom fighter among the group being smuggled out of the country. Indeed Lady Ashmore is hiding a mysterious passenger, Paul Fleming (Jason Robards, Jr.) who pretends to be an American but fools no one. She is helping Fleming mainly to repay a debt she owed because of the trouble her past association caused him. Among the other passengers are a British journalist played by Robert Morley, an American family played by E.G. Marshall, his wife Anne Jackson and their two children, one of which is the screen debut of little Ron Howard.<br /><br />Major Surov takes a romantic interest in Lady Diana Ashmore (Deborah Kerr), and a romance of sorts develops between them. She offers him nothing but disdain and a stiff upper lip, however, though we suspect that underneath her heart still beats. The Cold War intrigue and the powerful acting carry the story but the romance is never quite convincing. It remains, however, one of my favorite Yul Brynner films and deserves to be seen if only for his passionate performance.",positive
"Yes, this production is long (good news for Bronte fans!) and it has a somewhat dated feel, but both the casting and acting are so brilliant that you won't want to watch any other versions!<br /><br />Timothy Dalton IS Edward Rochester... it's that simple. I don't care that other reviewers claim he's too handsome. Dalton is attractive, certainly, but no pretty-boy. In fact he possesses a craggy, angular dark charm that, in my mind, is quite in keeping with the mysterious, very masculine Mr R. And he takes on Rochester's sad, tortured persona so poignantly. He portrays ferocity when the scene calls for it, but also displays Rochester's tender, passionate, emotional side as well. (IMO the newer A&E production suffers in that Ciaran Hinds - whom I normally adore - seems to bluster and bully his way throughout. I've read the book many times and I never felt that Rochester was meant to be perceived as a nonstop snarling beast.)<br /><br />When I reread the novel, I always see Zelah Clarke as Jane. Ms. Clarke, to me, resembles Jane as she describes herself (and is described by others). Small, childlike, fairy... though it's true the actress doesn't look 18, she portrays Jane's attributes so well. While other reviews have claimed that her acting is wooden or unemotional, one must remember that the character spent 8 years at Lowood being trained to hold her emotions and ""passionate nature"" in check. Her main inspiration was her childhood friend Helen, who was the picture of demure submission. Although her true nature was dissimilar, Jane learned to master her temper and appear docile, in keeping with the school's aims for its charity students who would go into 'service'. Jane becomes a governess in the household of the rich Mr. Rochester. She would certainly *not* speak to him as an equal. Even later on when she gave as well as she got, she would always be sure to remember that her station was well below that of her employer. Nevertheless, if you read the book - to which this production stays amazingly close - you can clearly see the small struggles Zelah-as-Jane endures as she subdues her emotions in order to remain mild and even-tempered.<br /><br />The chemistry between Dalton and Clarke is just right, I think. No, it does not in the least resemble Hollywood (thank God! It's not a Hollywood sort of book) but theirs is a romance which is true, devoted and loyal. And for a woman like Jane, who never presumed to have *any* love come her way, it is a minor miracle.<br /><br />The rest of the casting is terrific, and I love the fact that nearly every character from the book is present here. So, too, is much of the rich, poetic original dialogue. This version is the only one that I know of to include the lovely, infamous 'gypsy scene' and in general, features more humor than other versions I've seen. In particular, the mutual teasing between the lead characters comes straight from the book and is so delightful!<br /><br />Jane Eyre was, in many ways, one of the first novelized feminists. She finally accepted love on her own terms and independently, and, at last, as Rochester's true equal. Just beautiful!",positive
"This is film-making at it's simplest and it's best.<br /><br />I had my doubts, because even though Freeman is great actor, sometimes he gets involved in bad projects; this is not one of those times.<br /><br />It's a small story that runs just over an hour and fifteen, in a time when we are getting used to having movies become longer and longer, and not necessarily better, the director uses the short time to his advantage, because the characters are so well defined from the start (great portrayals by freeman and Vega by the way), that the little bit of background info on them seems real, Morgan is himself even though his name is not mentioned, he has been out of movies for a couple of years now because he was saturated by the business, and developed a fear to commit to a script, and is doing research for a character in a indie movie where he plays a store/supermarket manager. The story begins by him being drop of in a supermarket in a rough neighborhood, where he meets the cashier of the 10 items or less (Vega) and has to take a ride with her cause ""the production"" forgot to pick him up.<br /><br />In many ways it's a road movie, Morgan provides the laughs, and quirks with his unbeatable smile and positive perspective on everything, showing off an accomplished actor who has trained his mind to be able to define everyone he sees into a character he could play, and Paz (by the way, what an extraordinary beautiful woman, even more gorgeous than Penelope Cruz) brings the vulnerability of a 25 years old separated woman who works harder than everyone else without getting any credit in a dead end job at a crappy supermarket.<br /><br />It's a talkie, there is a lot of dialog, but the balance between light and fun and serious and sad is well sustained, the characters become so lovable right away that you spend the last 20 minutes begging for more screen time of this odd couple, but the shortness is in the nature of the story, so it was a good call from the director not to give in.",positive
"A heartwarming film. The usual superb acting by John Thaw, who passed over recently. A man who was always so unassuming. He was one of Englands top 10 actors certainly of my time.<br /><br />He can be remembered for his famous role of Inspector Morse. As Jack Regan in the 1970's hit TV series 'the Sweeney and as a barrister in Kavanah QC. A must see for all the family and a great DVD for my collection. The filming will bring back a few memories for people who remember wartime Britain and certainly those who were evacuated out of London to escape the German bombings. The interaction between the two main characters.Tom and the boy William was really well acted and true to the book by Michelle Magorian.",positive
"""Murder Over New York"" is an entertaining entry in the Charlie Chan series of films, but if you're paying attention, a lot of plot holes reveal themselves to the observant eye. While traveling to New York City for an annual police convention, Chan (Sidney Toler) meets former Scotland Yard investigator Hugh Drake (Frederick Worlock) on the same flight. Now employed by military intelligence, Drake is tracking Paul Narvo and his Hindu servant, suspected for acts of sabotage around the world. Drake believes that by contacting Narvo's elusive wife, he'll be able to pin down the whereabouts of the master criminal.<br /><br />When Drake winds up dead in the library of George Kirby, president of the Metropolitan Aircraft Corporation, Charlie theorizes that he was killed by a recently discovered poisonous gas called ""tetrogene"", administered via a glass pellet that releases the poison when broken. Summoning Kirby to bring all of his dinner party guests together, Chan and Police Inspector Vance (Donald MacBride) question those in attendance, as one of them may be the killer. Among them are Herbert Fenton (Melville Cooper), a fellow Oxford student of Drake's, actress June Preston (Joan Valerie), unknown to Drake but requested by him to attend, Ralph Percy (Kane Richmond), the chief designer at Kirby's aircraft company, and Keith Jeffrey (John Sutton), Kirby's stock broker. Kirby butler Boggs (Leyland Hodgson) is also a suspect, especially after Number #2 Son Jimmy (Victor Sen Yung) catches him steaming open a cablegram, the contents of which concern Boggs himself.<br /><br />There are some other cleverly planted characters in the proceedings as well. Mrs. Narvo turns up as Patricia West (Marjorie Weaver), and contrary to Drake's suspicion that she might lead him to Narvo, is actually on the run away from her former husband and a disastrous marriage. She's involved with David Elliott (Robert Lowery), principal of a chemical research firm, and thereby a suspect in the tetrogene angle.<br /><br />As with many Chan films, racial comments must be taken in stride with the proceedings. This one offers two glaring ones. When Kirby's black servant is brought in for questioning, he states that he doesn't know anything about Drake's murder, that he's completely ""in the dark"". Chan's response: ""Condition appear contagious"".<br /><br />Later, following Inspector Vance's order to round up all the Hindu's in New York, Jimmy Chan comments on their arrival with ""They're all beginning to look alike to me."" Actually, the scene provides one of the elements of comic relief in the movie, as Shemp Howard impersonates Hindu mystic ""The Great Rashid"", but is actually uncovered by the police to be con artist Shorty McCoy.<br /><br />Before the movie's over, two more victims fall to the clever Narvo - his confederate Ramullah, and aircraft magnate Kirby himself. To uncover the killer, Chan, in concert with Elliott, arranges for a test flight aboard a newly developed TR4 Bomber after discovering a poisoned capsule planted by mechanics on the plane the day before. Before it can release it's deadly poison, the Brit Fenton catches the falling capsule in mid-air, revealing that he knew about the plant. Arrested and brought in for questioning, Chan asserts that Fenton is not Narvo. The real Narvo reveals himself when he offers a poisoned cup of water to the nervous Fenton, anxious to maintain Narvo's secret. But Chan was clever enough to be wary of such an attempt, and reveals the real murderer - Narvo now in the guise of stock broker Jeffrey, having undergone reconstructive surgery following a car accident.<br /><br />Now for the plot holes. When first investigating Hugh Drake's murder, it was maintained by the police that fingerprints found in the library did not match those of any of the dinner guests. However Jeffrey/Narvo was present at the dinner party. It had already been established that Drake had one non party visitor in the library, chemist Elliott. If the fingerprints really did not belong to Narvo, then making them an issue was pointless.<br /><br />Also, at the end of the film when Narvo offers Fenton the poisoned water, how did he think he would get away with it with everyone there as a witness? But going even one better than that, how would a world traveling saboteur like Narvo have the time and wherewithal to establish himself as a New York City stockbroker, it just doesn't make sense. <br /><br />For trivia fans, a few more points bear mentioning. In the film, Number #2 Son Jimmy is a college student studying chemistry as he comes to ""Pop's"" aid to solve the case. In the prior Chan film - ""Charlie Chan at the Wax Museum"" - Jimmy was a law student.<br /><br />The poison gas formula would get reworked in a later Chan film, this time by Monogram with Roland Winters in the Chan role in ""Docks of New Orleans"". In that story, poison gas is released from shattered radio tubes in similar fashion to claim its' victims.",positive
"The comic banter between William Powell and Jean Arthur is the highlight of this murder mystery, which has one of the most bizarre and unlikely plots ever. Powell is probably the most suave detective of the 30's, and Arthur has a unique voice which often sounds like a succession of tiny tinkly bells. They are extremely fun to watch, so take the brashness of the plot with a grain of salt and just enjoy seeing it unfold. Eric Blore also has some comic turns as Powell's butler.<br /><br />Powell's contract with MGM included a clause which allowed him to reject being loaned out to another studio, but he wanted to work again with Arthur and he liked the script, so he eagerly accepted the assignment. They had worked together in two 1929 Paramount films, The Canary Murder Case and The Greene Murder Case, both in the Philo Vance series.",positive
